subsection|variable_name|year_from|year_to|polity_name|polity_new_ID|polity_old_ID|value_from|value_to|confidence|is_disputed|is_uncertain|expert_checked|DRB_reviewed
Religious Demography|Most widespread religion|||Middle Postclassic Basin of Mexico|mx_basin_of_mexico_10|MxPostM|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Kingdom of Nyinginya|Early Niynginya|Early Niynginya|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kanem-Borno|ni_bornu_emp|ni_bornu_emp|Bornu Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Hinduism||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Proto-Yoruba|ni_proto_yoruba|ni_proto_yoruba|Orisha Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Neolithic Crete|gr_crete_nl|GrCrNeo|Neolithic Cretan Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Kampili Kingdom|in_kampili_k|InKampi|Hinduism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Chalukyas of Kalyani|in_kalyani_chalukya_emp|InChaKl|Hinduism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Latium - Bronze Age|it_latium_ba|ItLatBA|Appenine religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Latium - Copper Age|it_latium_ca|ItLatCA|Latium Copper Age religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Naqada II|eg_naqada_2|EgNaqa2|Naqada Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Jaffna|sl_jaffa_k|sl_jaffa_k|Theraväda Buddhism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Dambadaneiya|sl_dambadeniya|sl_dambadeniya|Theraväda Buddhism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Polonnaruwa|sl_polonnaruva|sl_polonnaruva|Theraväda Buddhism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Kaabu|gm_kaabu_emp|gm_kaabu_emp|Kaabu Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Egypt - Tulunid-Ikhshidid Period|eg_thulunid_ikhshidid|EgTulIk|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Egypt - Thebes-Hyksos Period|eg_thebes_hyksos|EgThebH|Ancient Egyptian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Egypt - Inter-Occupation Period|eg_inter_occupation|EgIntOc|Ancient Egyptian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Iban - Brooke Raj and Colonial|id_iban_2|IdBrokL|Iban Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Pandya Dynasty|in_pandya_emp_2|in_pandya_emp_2|Saivist Hinduism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||French Kingdom - Late Bourbon|fr_bourbon_k_2|FrBurbL|Roman Catholic Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Ottoman Empire IV|tr_ottoman_emp_4|TrOttm5|Sunni Islam||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Sasanid Empire II|ir_sassanid_emp_2|IrSasn2|Zoroastrianism||Inferred|False|False|False|False
Religious Demography|Most widespread religion|||Five Dynasties Period|cn_five_dyn|Cn5Dyna|Chinese Popular Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||British Empire II|gb_british_emp_2|gb_british_emp_2|Sunni Islam||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Tang Dynasty I|cn_tang_dyn_1|CnTangE|Chinese Popular Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|501|599|Axum II|et_aksum_emp_2|EtAksm2|Ethiopian Orthodox Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Kingdom of Baol|se_baol_k|se_baol_k|Wolof Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Kalachuris of Kalyani|in_kalachuri_emp|InKalch|Saivist Hinduism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Northern Song|cn_northern_song_dyn|CnNSong|Chinese Popular Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Ajuran Sultanate|so_ajuran_sultanate|so_ajuran_sultanate|Sufi Islam||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Songhai Empire - Askiya Dynasty|ml_songhai_2|MlSong2|Songhai Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Ifat Sultanate|so_ifat_sultanate|so_ifat_sultanate|Sufi Islam||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Kanem Empire|td_kanem|TdKanem|unknown||Suspected|False|False|False|
Religious Demography|Most widespread religion|||Isaaq Sultanate|so_isaaq_sultanate|so_isaaq_sultanate|Sufi Islam||Inferred|False|False|False|False
Religious Demography|Most widespread religion|||Classical Crete|gr_crete_classical|GrCrCls|Greek Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Kanem|cd_kanem|cd_kanem|Islam||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Ubaid|iq_ubaid|IqUbaid|Mesopotamian Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Abbasid Caliphate II|iq_abbasid_cal_2|IqAbbs2|Sunni Islam||Inferred|False|False|False|False
Religious Demography|Most widespread religion|||Segou Kingdom|ml_segou_k|MlSegou|||Inferred|False|False|False|False
Religious Demography|Most widespread religion|||Neo-Hittite Kingdoms|tr_neo_hittite_k|TrNHitt|Hittite Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Ur - Dynasty III|iq_ur_dyn_3|IqUrIII|Mesopotamian Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|ni_oyo_emp_2|Orisha Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Xianbei Confederation|mn_xianbei|MnXianb|Tengrism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||French Kingdom - Late Capetian|fr_capetian_k_2|FrCaptL|Roman Catholic Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Parthian Empire II|iq_parthian_emp_2|IrPart2|Zoroastrianism||Inferred|False|False|False|False
Religious Demography|Most widespread religion|||Ilkhanate|ir_il_khanate|IrIlkhn|Islam||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Late Mongols|mn_mongol_late|MnMongL|Tengrism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Shoa Sultanate|et_showa_sultanate|et_showa_sultanate|Islam||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Shoa Sultanate|et_showa_sultanate|et_showa_sultanate|Islam||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Early Mongols|mn_mongol_early|MnMongE|Tengrism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Zagwe|et_zagwe|EtZagwe|Ethiopian Orthodox Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Axum III|et_aksum_emp_3|EtAksm3|Ethiopian Orthodox Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Jolof Empire|se_jolof_emp|se_jolof_emp|Wolof Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Ethiopia Kingdom|et_ethiopian_k|EtEthiK|Ethiopian Orthodox Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Asuka|jp_asuka|JpAsuka|Shinto||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Kansai - Yayoi Period|jp_yayoi|JpYayoi|Yayoi Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Jenne-jeno I|ml_jenne_jeno_1|MlJeJe1|Jenne-jeno Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Jenne-jeno II|ml_jenne_jeno_2|MlJeJe2|Jenne-jeno Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Hoysala Kingdom|in_hoysala_k|InHoysa|Saivist Hinduism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Oneota|us_oneota|USOneot|Upper Mississippian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Late Formative Yoruba|ni_formative_yoruba|ni_formative_yoruba|Orisha Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Fipa|tz_milansi_k|Milansi|unknown||Suspected|False|False|False|
Religious Demography|Most widespread religion|1780|1859|Kingdom of Gomma|et_gomma_k|et_gomma_k|Oromo Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1860|1886|Kingdom of Gomma|et_gomma_k|et_gomma_k|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Wattara Empire|ic_wattara_emp|ic_wattara_emp|Mande Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Mane|si_mane_emp|si_mane_emp|Sape Mane Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Igala|ni_igala_k|ni_igala_k|Igala religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Pre-Sape Sierra Leone|si_pre_sape|si_pre_sape|unknown||Suspected|False|False|False|
Religious Demography|Most widespread religion|||Buganda I|ug_buganda_k_1|Early Buganda copy|Buganda Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Funan I|kh_funan_1|KhFunaE|unknown||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Torwa-Rozvi|zi_torwa_rozvi|zi_torwa_rozvi|Mwali Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Harla Kingdom|et_harla_k|et_harla_k|Ethiopian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Wari Empire|pe_wari_emp|PeWari*|Wari religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Ottoman Emirate|tr_ottoman_emirate|TrOttm1|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kingdom of Lydia|tr_lydia_k|TrLydia|Phrygian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Rum Sultanate|tr_rum_sultanate|TrRum**|Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Shuar - Ecuadorian|ec_shuar_2|EcJivaL|Shuar Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kingdom of Norway II|no_norway_k_2|NorKing|Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Shuar - Colonial|ec_shuar_1|EcJivaE|Shuar Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Akan - Pre-Ashanti|gh_akan|GhAshnE|Akan Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Hmong - Early Chinese|cn_hmong_2|CnHChin|Protestant Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Sakha - Early|ru_sakha_early|RuYakuE|Sakha Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Chuuk - Late Truk|fm_truk_2|FmTrukL|Trukese Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|930|999|Icelandic Commonwealth|is_icelandic_commonwealth|IsCommw|Old Norse Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Haudenosaunee Confederacy - Early|us_haudenosaunee_1|UsIroqE|Iroquois Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Chuuk - Early Truk|fm_truk_1|FmTrukE|Trukese Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Sakha - Late|ru_sakha_late|RuYakuL|Sakha Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Ashanti Empire|gh_ashanti_emp|GhAshnL|Akan Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Hatti - Old Kingdom|tr_hatti_old_k|TrHatOK|Hittite Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Orokaiva - Pre-Colonial|pg_orokaiva_pre_colonial|PgOrokE|Orokaiva Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Early Wei Dynasty|cn_wei_dyn_warring_states|CnWeiWS|Chinese Popular Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Early Xiongnu|mn_hunnu_early|MnXngnE|Xiongnu Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Xiongnu Imperial Confederation|mn_hunnu_emp|MnXngnM|Xiongnu Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Majapahit Kingdom|id_majapahit_k|IdMajap|Buda||Confident|False|False|False|
Religious Demography|Most widespread religion|||Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Ethiopian Orthodox Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Hawaii I|us_hawaii_1|Hawaii1|Hawaiian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Old Palace Crete|gr_crete_old_palace|GrCrOPa|Old Palace Minoan Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Ghur Principality|af_ghur_principality|AfGhurd|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Parthian Empire I|ir_parthian_emp_1|IrPart1|Zoroastrianism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kachi Plain - Chalcolithic|pk_kachi_ca|PkChalc|unknown||Confident|False|False|False|
Religious Demography|Most widespread religion|||Monte Alban III|mx_monte_alban_3_a|MxAlb3A|Zapotec Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Monte Alban II|mx_monte_alban_2|MxAlb2*|Zapotec Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Rattanakosin|th_rattanakosin|ThRattn|Theraväda Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Middle Merovingian|fr_merovingian_emp_2|FrMervM|Roman Catholic Christianity||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Early Angkor|kh_angkor_1|KhAngkE|Saivist Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Late Angkor|kh_angkor_3|KhAngkL|Theraväda Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Carolingian Empire I|fr_carolingian_emp_1|FrCarlE|Roman Catholic Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Archaic Basin of Mexico|mx_basin_of_mexico_1|MxArch*|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Classic Basin of Mexico|mx_basin_of_mexico_7|MxClass|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Terminal Formative Basin of Mexico|mx_basin_of_mexico_6|MxFormT|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Late Formative Basin of Mexico|mx_basin_of_mexico_5|MxFormL|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Middle Formative Basin of Mexico|mx_basin_of_mexico_4|MxFormM|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Early Formative Basin of Mexico|mx_basin_of_mexico_3|MxFormE|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Initial Formative Basin of Mexico|mx_basin_of_mexico_2|MxInitl|Mesoamerican Religions||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Amorite Babylonia|iq_babylonia_1|IqBabAm|Mesopotamian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kassite Babylonia|iq_babylonia_2|IqBabKs|Mesopotamian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Neo-Babylonian Empire|iq_neo_babylonian_emp|IqNeoBb|Mesopotamian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Aztec Empire|mx_aztec_emp|MxAztec|Mexica religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Achaemenid Empire|ir_achaemenid_emp|IrAchae|Zoroastrianism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Cuzco - Late Formative|pe_cuzco_1|PeCuzLF|pre-Inca religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Kingdom of Cayor|se_cayor_k|se_cayor_k|Wolof Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Early Merovingian|fr_merovingian_emp_1|FrMervE|Roman Catholic Religion||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Classic Tana|tz_tana|tz_tana|Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Middle Roman Republic|it_roman_rep_2|ItRomMR|Roman Religion||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Toro|ug_toro_k|Toro|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Western Jin|cn_western_jin_dyn|CnErJin|Chinese Popular Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Tokugawa Shogunate|jp_tokugawa_shogunate|JpTokgw|Buddhism||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Classical Ife|ni_yoruba_classic|ni_yoruba_classic|Orisha Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Epiclassic Basin of Mexico|mx_basin_of_mexico_8|MxEpicl|Mesoamerican Religions||Confident|False|False|True|False
Religious Demography|Most widespread religion|||Emirate of Harar|et_harar_emirate|et_harar_emirate|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Saadi Sultanate|ma_saadi_sultanate|MaSaadi|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Almoravids|ma_almoravid_dyn|MaAlmor|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Jenne-jeno III|ml_jenne_jeno_3|MlJeJe3|Jenne-jeno Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Jenne-jeno IV|ml_jenne_jeno_4|MlJeJe4|Jenne-jeno Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Post-Mauryan Kingdoms|in_post_mauryan_k|InDecKg|Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kadamba Empire|in_kadamba_emp|InKadam|Saivist Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Vakataka Kingdom|in_vakataka_k|InVakat|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Later Wagadu Empire|mr_wagadu_3|MrWagdL|Wagadu Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Chalukyas of Badami|in_badami_chalukya_emp|InChaBd|Saivist Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Bahmani Sultanate|in_bahmani_sultanate|InBahma|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Smarta Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Mubari|rw_mubari_k|Mubari|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1800|1860|Kingdom of Gumma|et_gumma_k|et_gumma_k|Oromo Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1860|1897|Kingdom of Gumma|et_gumma_k|et_gumma_k|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Satavahana Empire|in_satavahana_emp|InSataL|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Middle Wagadu Empire|mr_wagadu_2|MrWagdM|Wagadu Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Early Illinois Confederation|us_early_illinois_confederation|USIllin|Illini religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Cahokia - Lohman-Stirling|us_cahokia_1|USCahoE|Mississippian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Nkore|ug_nkore_k_1|Early Nkore|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Gupta Empire|in_gupta_emp|InGupta|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Neolithic Middle Ganga|in_ganga_nl|InGangN|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kannauj - Varman Dynasty|in_kannauj_varman_dyn|in_kannauj_varman_dyn|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Gahadavala Dynasty|in_gahadavala_dyn|InGhdvl|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Mahajanapada era|in_mahajanapada|InMahaJ|Vedic Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Magadha|in_magadha_k|InMagad|Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Magadha - Maurya Empire|in_mauryan_emp|InMaury|Vedic Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Chola Empire|in_chola_emp|InChol*|Saivist Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Late Dutch Empire|nl_dutch_emp_2|nl_dutch_emp_2|Calvinist Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Anurādhapura I|sl_anuradhapura_1|sl_anuradhapura_1|Theraväda Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Pandya Empire|in_pandya_emp_3|in_pandya_emp_3|Saivist Hinduism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Anurādhapura II|sl_anuradhapura_2|sl_anuradhapura_2|Theraväda Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Early Maravi|mw_early_maravi|mw_early_maravi|Pre-Maravi Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Anurādhapura III|sl_anuradhapura_3|sl_anuradhapura_3|Theraväda Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Anurādhapura IV|sl_anuradhapura_4|sl_anuradhapura_4|Theraväda Buddhism||Confident|False|False|False|
Religious Demography|Most widespread religion|||Northern Maravi Kingdom|mw_northern_maravi_k|mw_northern_maravi_k|Pre-Maravi Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Freetown|si_freetown_1|si_freetown_1|Protestant Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|1790|1881|Kingdom of Jimma|et_jimma_k|et_jimma_k|Oromo Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1882|1932|Kingdom of Jimma|et_jimma_k|et_jimma_k|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Early Modern Sierra Leone|si_early_modern_interior|si_early_modern_interior|Sierra Leone Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Karagwe|tz_karagwe_k|Karagwe|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Bugesera|rw_bugesera_k|Bugesera|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Foys|ni_dahomey_k|ni_dahomey_k|Vodun||Confident|False|False|False|
Religious Demography|Most widespread religion|||Wukari Federation|ni_wukari_fed|ni_wukari_fed|Jukun Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Mutapa|zi_mutapa|zi_mutapa|Mwali Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Sultanate of Geledi|so_geledi_sultanate|so_geledi_sultanate|Sufi Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Great Zimbabwe|zi_great_zimbabwe|zi_great_zimbabwe|Mwali Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1310|1750|Medri Bahri|er_medri_bahri|er_medri_bahri|Eritrean Orthodox Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|1751|1889|Medri Bahri|er_medri_bahri|er_medri_bahri|Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|1500|1789|Kwararafa|ni_kwararafa|ni_kwararafa|Kwararafa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1790|1820|Kwararafa|ni_kwararafa|ni_kwararafa|Jukun Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Buganda II|ug_buganda_k_2|Classical Buganda|Buganda Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Denyanke Kingdom|se_great_fulo_emp|se_great_fulo_emp|Fulani Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Khmer Kingdom|kh_khmer_k|KhCambd|Theraväda Buddhism||Confident|False|False|False|False
Religious Demography|Most widespread religion|||Portuguese Empire - Early Modern|pt_portuguese_emp_2|pt_portuguese_emp_2|Roman Catholic Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Middle and Late Nok|ni_nok_1|ni_nok_1|Nok Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Early Nyoro|ug_early_nyoro|UgEarlyNyoro|Nyoro Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Whydah|ni_whydah_k|ni_whydah_k|Vodun||Confident|False|False|False|
Religious Demography|Most widespread religion|1390|1881|Kingdom of Kaffa|et_kaffa_k|et_kaffa_k|Kaffa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|1882|1897|Kingdom of Kaffa|et_kaffa_k|et_kaffa_k|Ethiopian Orthodox Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Maravi Empire|mw_maravi_emp|mw_maravi_emp|Pre-Maravi Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Bito Dynasty|ug_bunyoro_k_2|UgBito|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|Igbo Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Portuguese Empire - Renaissance Period|pt_portuguese_emp_1|pt_portuguese_emp_1|Roman Catholic Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Middle and Late Nok|ni_nok_2|ni_nok_2|Nok Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Habr Yunis|so_habr_yunis|so_habr_yunis|Sufi Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Early Sultanate of Aussa|et_aussa_sultanate|et_aussa_sultanate|Ethiopian Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kingdom of Sine|se_sine_k|se_sine_k|Sereer Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Allada|ni_allada_k|ni_allada_k|Vodun||Confident|False|False|False|
Religious Demography|Most widespread religion|1400|1536|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|Sunni Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|1537|1543|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|Ethiopian Orthodox Christianity||Confident|False|False|False|
Religious Demography|Most widespread religion|||Imamate of Oman and Muscat|om_busaidi_imamate_1|om_busaidi_imamate_1|Ibadi Islam||Confident|False|False|False|
Religious Demography|Most widespread religion|||Hadiya Sultanate|et_hadiya_sultanate|et_hadiya_sultanate|Sidama Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kingdom of Waalo|se_waalo_k|se_waalo_k|Wolof Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Burundi|bu_burundi_k|Burundi|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Nkore|ug_nkore_k_2|Classical Nkore|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Aro|ni_aro|ni_aro|Igbo Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Igodomingodo|ni_igodomingodo|ni_igodomingodo|unknown||Suspected|False|False|False|
Religious Demography|Most widespread religion|||Sape|si_sape|si_sape|Sape Traditional Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Kingdom of Saloum|se_saloum_k|se_saloum_k|Sereer Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Benin Empire|ni_benin_emp|ni_benin_emp|Benin Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Mossi|bf_mossi_k_1|bf_mossi_k_1|Mossi Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Buhaya|tz_buhayo_k|Buhaya|Cwezi-Kubandwa Religion||Confident|False|False|False|
Religious Demography|Most widespread religion|||Gisaka|rw_gisaka_k|Gisaka|Cwezi-Kubandwa Religion||Confident|False|False|False|
